2026-09-18 15:57:47,472 | INFO | hr_assistant.config | API keys are set.
2026-09-18 15:58:45,192 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:46,348 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:47,283 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:47,287 | INFO | hr_assistant.pipeline | User Question: How many paid sick days do I get per year?
2026-09-18 15:58:47,734 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:47,742 | INFO | hr_assistant.tools | Searching HR policy for question: How many paid sick days do I get per year?
2026-09-18 15:58:54,797 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 15:58:54,800 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 15:58:55,241 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:55,841 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:55,845 | INFO | hr_assistant.pipeline | Assistant Response: You’re entitled to **10 paid sick days per calendar year**. If your illness lasts longer than two consecutive days, you’ll need to provide a medical certificate. If you have any questions or need to log sick leave, just submit it through the HR portal. Let me know if there’s anything else I can help with!
2026-09-18 15:59:12,294 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 15:59:13,142 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:14,354 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:14,813 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:14,815 | INFO | hr_assistant.pipeline | User Question: Within how many days must reimbursement claims be submitted?
2026-09-18 15:59:15,125 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:15,134 | INFO | hr_assistant.tools | Searching HR policy for question: Within how many days must reimbursement claims be submitted?
2026-09-18 15:59:26,411 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 15:59:26,413 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 15:59:27,505 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:28,291 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:28,294 | INFO | hr_assistant.pipeline | Assistant Response: All reimbursement claims must be submitted with valid bills within **30 days of the expense**.
2026-09-18 15:59:45,832 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 15:59:47,173 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:48,150 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:48,554 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:48,557 | INFO | hr_assistant.pipeline | User Question: How many public holidays does the company observe each year?
2026-09-18 15:59:48,872 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:59:48,884 | INFO | hr_assistant.tools | Searching HR policy for question: How many public holidays does the company observe each year?
2026-09-18 16:00:04,952 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:00:04,954 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:00:06,373 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:07,124 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:07,127 | INFO | hr_assistant.pipeline | Assistant Response: According to the official holiday calendar published by HR, **Acme Corp observes 12 public holidays each year**. These are listed in the company’s “HOLIDAYS” section of the HR policy document.
2026-09-18 16:00:20,441 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:00:22,970 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:24,531 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:24,935 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:24,938 | INFO | hr_assistant.pipeline | User Question: How many days of unused annual leave can be carried forward?
2026-09-18 16:00:25,277 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:25,285 | INFO | hr_assistant.tools | Searching HR policy for question: How many days of unused annual leave can be carried forward?
2026-09-18 16:00:35,083 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:00:35,085 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:00:35,779 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:36,236 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:36,239 | INFO | hr_assistant.pipeline | Assistant Response: According to Acme Corp’s leave policy, unused annual leave can be carried forward to the next calendar year **up to a maximum of 5 days**.
2026-09-18 16:00:47,381 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:00:48,674 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:50,408 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:50,822 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:50,825 | INFO | hr_assistant.pipeline | User Question: Within how many days is full and final settlement processed after the last working day?
2026-09-18 16:00:51,198 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:00:51,206 | INFO | hr_assistant.tools | Searching HR policy for question: full and final settlement processed after last working day days
2026-09-18 16:01:04,057 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:01:04,059 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:01:05,133 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:05,645 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:05,649 | INFO | hr_assistant.pipeline | Assistant Response: Full and final settlement is processed **within 45 days** of your last working day.
2026-09-18 16:01:11,986 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:01:14,066 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:15,497 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:16,023 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:16,029 | INFO | hr_assistant.pipeline | User Question: How long is the probation period?
2026-09-18 16:01:16,526 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:16,533 | INFO | hr_assistant.tools | Searching HR policy for question: probation period length
2026-09-18 16:01:34,927 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:01:34,929 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:01:35,894 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:37,878 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:37,881 | INFO | hr_assistant.pipeline | Assistant Response: The probation period for new employees is **three (3) months** from the date of joining.
2026-09-18 16:01:49,979 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:01:51,747 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:52,747 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:53,227 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:53,230 | INFO | hr_assistant.pipeline | User Question: What is the standard notice period for resignation?
2026-09-18 16:01:53,526 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:01:53,533 | INFO | hr_assistant.tools | Searching HR policy for question: standard notice period for resignation
2026-09-18 16:02:03,484 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:02:03,486 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:02:04,988 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:05,525 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:05,528 | INFO | hr_assistant.pipeline | Assistant Response: The standard notice period for resignation at Acme Corp. is **30 days**.  

- During a probation period, the notice period is reduced to **15 days**.  
- The company may waive the notice period at its discretion, with full and final settlement processed within 45 days of the last working day.
2026-09-18 16:02:20,670 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:02:22,615 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:23,663 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:24,067 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:24,070 | INFO | hr_assistant.pipeline | User Question: What is the notice period during probation?
2026-09-18 16:02:24,419 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:24,428 | INFO | hr_assistant.tools | Searching HR policy for question: notice period during probation
2026-09-18 16:02:40,267 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:02:40,270 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:02:42,541 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:43,114 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:43,117 | INFO | hr_assistant.pipeline | Assistant Response: During your probationary period, the required notice period for resignation is **15 days**.
2026-09-18 16:02:51,032 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:02:52,114 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:53,294 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:53,780 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:53,783 | INFO | hr_assistant.pipeline | User Question: How many days of paid annual leave do I get per year?
2026-09-18 16:02:54,122 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:54,129 | INFO | hr_assistant.tools | Searching HR policy for question: How many days of paid annual leave do I get per year?
2026-09-18 16:02:56,975 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:02:56,977 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 16:02:57,414 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:57,840 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:02:57,843 | INFO | hr_assistant.pipeline | Assistant Response: You’re entitled to **20 days of paid annual leave each calendar year**.  
- If you don’t use all 20 days, you may carry forward up to **5 days** into the next year.  
- Please submit any leave requests through the HR portal at least 5 working days in advance.  

If you have any further questions or need help planning your leave, let me know!
2026-09-18 16:03:15,830 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 16:03:18,010 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:03:19,566 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 16:03:20,150 | INFO | __main__ | Evaluation completed successfully. Now open the langsmith and see the experiments and results.
